SDSS_NAME,RA,DEC,Z,r_mag,Anomaly_Type
162628.24+081424.2,246.61767859545785,8.240073616029639,2.358,20.63258,BAL CIV Peaker
162850.44+192623.7,247.21019529938332,19.439919496488812,2.198,20.594717,BAL CIV Peaker
165151.75+410452.6,252.9656602554577,41.08128471825526,2.454,21.335707,BAL CIV Peaker
165640.01+425441.9,254.1667379858057,42.91165308447668,2.110551595687866,20.846241,BAL CIV Peaker
165928.69+471438.4,254.86956144004375,47.24401735581153,2.329,20.274866,BAL CIV Peaker
170332.41+403921.0,255.8850494563968,40.65584797557798,2.409,19.99798,BAL CIV Peaker
211731.86-003614.5,319.3827503624008,-0.6040359304182064,2.415,20.003523,BAL CIV Peaker
214123.02-001340.8,325.34593404556216,-0.2280101193990593,2.300150156021118,19.798538,BAL CIV Peaker
215036.63-014747.9,327.6526354585611,-1.796657007986494,1.9488788843154907,19.44829,BAL CIV Peaker
220645.50+022220.6,331.6895980834835,2.372412570100731,2.0217456817626953,20.016228,BAL CIV Peaker
222841.78+232634.7,337.17411360662635,23.442979291186617,1.9687883853912351,20.645508,BAL CIV Peaker
224306.75+304807.6,340.7781557890002,30.80211529588011,2.356,20.338476,BAL CIV Peaker
225641.87+331558.3,344.17446999203696,33.266219079073046,2.361,20.590239,BAL CIV Peaker
230025.27-004937.3,345.105298682312,-0.8270553983917344,2.412,20.317507,BAL CIV Peaker
230510.08+265411.8,346.2920287618648,26.90328518127636,2.004965305328369,20.898941,BAL CIV Peaker
232052.26+250515.1,350.2177774033745,25.08753493878439,1.9597569704055784,20.391119,BAL CIV Peaker
232717.02+032818.0,351.82093835543867,3.471682991148391,2.252,20.12251,BAL CIV Peaker
233858.72-015601.3,354.7446683909851,-1.933702323426983,2.366,20.758175,BAL CIV Peaker
235748.98+011011.0,359.4541008543243,1.1697422298545128,2.1068570613861084,20.997028,BAL CIV Peaker
000510.69-045727.6,1.2945720150541715,-4.957688293136093,2.456,18.870893,Excess SiIV
000850.12+001204.7,2.2088366811255185,0.2013112278261012,2.1132652759552,20.614098,Excess SiIV
000940.84+273833.3,2.4201675662463913,27.64258715344093,2.205,19.968843,Excess SiIV
001455.01-011933.3,3.72920938921645,-1.3259307574798778,2.149,20.913406,Excess SiIV
001617.04-100419.2,4.071004,-10.072017,2.456492,19.21396,Excess SiIV
001754.31-022848.7,4.476299328086535,-2.4802039219188123,2.222,19.444233,Excess SiIV
003250.12-105357.6,8.208847,-10.899349,2.440757,19.095371,Excess SiIV
003429.43-103626.9,8.622651,-10.607481,2.271946,19.213531,Excess SiIV
003631.00+032610.7,9.129201958417354,3.4363198191001185,2.435,20.454815,Excess SiIV
003651.56+244410.6,9.214848386043514,24.736280524542487,2.367,19.604979,Excess SiIV
005229.51-110309.9,13.122971,-11.052767,2.461276,18.409895,Excess SiIV
010523.69-002538.8,16.3487313164773,-0.4274522894061556,2.156,18.900059,Excess SiIV
010657.94-085500.1,16.741447,-8.916708,2.366124,18.070223,Excess SiIV
011350.57+000121.6,18.46074289164265,0.0226688186518981,2.243,20.006357,Excess SiIV
011904.91-100512.2,19.770482,-10.08674,2.248827,19.265572,Excess SiIV
012820.98+384743.0,22.087451,38.795292,2.357263,18.852587,Excess SiIV
012940.78+034543.6,22.419917939110917,3.762125312986129,2.253,20.088556,Excess SiIV
013608.96+020408.7,24.03733497900214,2.0690989809507503,2.383,18.685629,Excess SiIV
013629.63+154147.9,24.12347791801147,15.696646152157028,2.428619146347046,19.42825,Excess SiIV
013723.19+112727.8,24.346646044940712,11.457749957918136,2.458,18.704979,Excess SiIV
013941.71-004335.5,24.923800105105137,-0.7265355060569818,2.255,19.726395,Excess SiIV
014455.58+302301.4,26.23162162129563,30.38374692379492,2.329,19.38052,Excess SiIV
014506.74+092025.4,26.278086641164805,9.340408436516064,2.395,18.930056,Excess SiIV
015635.93+273829.5,29.149732013420135,27.641548522865023,2.255,20.215094,Excess SiIV
015753.35+021706.7,29.4723266331697,2.2852160317355508,2.447,18.745625,Excess SiIV
020748.05+041752.5,31.95023060684281,4.297929324668121,2.314418077468872,20.331896,Excess SiIV
021246.76+041558.9,33.1948699506614,4.266372011698574,2.345,19.718409,Excess SiIV
022035.64-083308.2,35.148531,-8.552297,2.060638,19.134523,Excess SiIV
022118.76-063328.1,35.328167849725226,-6.55782714456649,2.44,18.846401,Excess SiIV
022723.99-010623.4,36.84999546742455,-1.106511525195194,2.177,18.485615,Excess SiIV
023345.82-022523.4,38.44092645122842,-2.423179182669054,2.052417993545532,19.950848,Excess SiIV
024056.49+002912.4,40.23539528496136,0.4867875514576332,2.175,20.010035,Excess SiIV
024511.17-091604.3,41.296564,-9.267874,2.253154,18.697266,Excess SiIV
024654.97+011402.6,41.72907753293862,1.2340826302281285,2.147,19.536718,Excess SiIV
025118.93-060151.6,42.82890826195877,-6.0310155322792225,2.217,18.132786,Excess SiIV
030046.44+003603.5,45.193522,0.600978,2.444807,19.932066,Excess SiIV
030051.45+003352.2,45.214395,0.564527,2.413244,19.525866,Excess SiIV
030856.20+004355.7,47.234198,0.732156,2.331325,19.506687,Excess SiIV
030916.36-001231.1,47.318208,-0.208664,2.419459,20.725136,Excess SiIV
031028.87-005326.2,47.620308,-0.890612,2.45273,18.49658,Excess SiIV
031127.09-004927.7,47.862892,-0.824366,2.247879,19.668379,Excess SiIV
031239.58+062806.4,48.164951,6.468461,2.35229,20.648895,Excess SiIV
031910.21+001702.2,49.79255,0.283945,2.458456,20.562012,Excess SiIV
033324.83-061003.4,53.353471,-6.167632,2.149902,18.660439,Excess SiIV
034137.20-070220.5,55.405018,-7.039038,2.299835,19.329758,Excess SiIV
034644.01-065146.2,56.6834,-6.862854,2.361761,19.358498,Excess SiIV
075956.82+424030.8,119.986778,42.675247,2.307372,18.932575,Excess SiIV
080229.17+240017.5,120.621565,24.004876,1.881476,19.120844,Excess SiIV
080620.47+504124.4,121.585312,50.690134,2.464106,17.567484,Excess SiIV
081032.23+414044.0,122.634294,41.678915,2.406346,18.219019,Excess SiIV
081220.23+323939.5,123.08432,32.660982,2.412809,19.030605,Excess SiIV
081418.97+083545.8,123.579075,8.596067,2.3177,19.930052,Excess SiIV
082110.42+535856.2,125.29344096961547,53.9822990228282,2.283,19.607452,Excess SiIV
082155.98+340412.9,125.483261,34.070258,2.280476,18.023504,Excess SiIV
082928.61+234919.5,127.36921425124552,23.8220924846922,2.225,19.854277,Excess SiIV
083217.41+430308.7,128.07257569561574,43.05242507249114,2.3845133781433105,20.933641,Excess SiIV
083257.77+262032.7,128.2407464705388,26.342436263512475,2.44,18.995533,Excess SiIV
083409.76+255315.2,128.54069049871498,25.88757812122091,2.255,20.031876,Excess SiIV
083620.83+291614.2,129.08681303946082,29.27062511133683,2.388,19.835663,Excess SiIV
083758.60+602613.1,129.49419,60.436995,2.3641,24.348724,Excess SiIV
084028.72+240808.9,130.11967808310897,24.13581999753809,2.3846921920776367,19.826704,Excess SiIV
084128.95+203834.4,130.370665,20.642895,1.916665,19.02633,Excess SiIV
084245.33+325314.3,130.688877,32.887307,2.41668,18.430279,Excess SiIV
084632.18+061930.4,131.634097,6.325124,2.417801,-9999.0,Excess SiIV
084904.81+372430.3,132.27004722406016,37.408419347287776,2.365,20.127846,Excess SiIV
085011.23+364015.9,132.546798,36.671102,2.364671,18.691366,Excess SiIV
085358.54+364821.5,133.493938,36.805979,2.405615,19.595205,Excess SiIV
085501.44+553833.0,133.7560193160641,55.642501035241246,2.36,20.064022,Excess SiIV
090131.84+464948.1,135.3826718589158,46.83003356124193,2.376,19.954844,Excess SiIV
090348.18+295335.6,135.95075998634962,29.893232656962535,2.367,19.809145,Excess SiIV
090453.76+381030.8,136.22401,38.175238,2.394676,18.326399,Excess SiIV
091010.83+632150.4,137.5451584914229,63.3640262898189,2.432,18.925127,Excess SiIV
091214.59+324132.6,138.06079547976498,32.69239812897721,2.452,19.775532,Excess SiIV
091241.68+324051.4,138.17366867590096,32.68097116362853,2.357,19.848576,Excess SiIV
091517.71+443628.7,138.82383,44.60798,2.388595,18.651705,Excess SiIV
091623.64+321541.4,139.0985351439642,32.26150470842614,2.453,19.19765,Excess SiIV
092001.69+012348.8,140.0070655097368,1.396902572403611,2.119,20.285702,Excess SiIV
092029.80+115535.7,140.12419595696235,11.926598406008472,2.419,19.089163,Excess SiIV
092206.13+395707.8,140.525576,39.952187,2.324769,18.199326,Excess SiIV
092404.36-000707.8,141.018185,-0.118856,2.451522,18.998066,Excess SiIV
092448.08+464947.3,141.200357,46.82981,2.257629,18.58172,Excess SiIV
092653.25+373732.6,141.721881,37.625728,2.028968,17.961771,Excess SiIV
092801.36+674647.8,142.0057,67.77997,2.2811,19.082787,Excess SiIV
093147.37+021204.3,142.947409,2.201209,2.295696,18.702204,Excess SiIV
094413.86-023000.1,146.0577662765616,-2.500032769696334,2.207,18.83956,Excess SiIV
094921.99+315001.3,147.34163982797293,31.833715242766967,2.462,20.16051,Excess SiIV
095651.59+553733.9,149.21497954903046,55.62609847543926,2.455,19.741985,Excess SiIV
095929.73+411338.2,149.87390076056312,41.22728405131799,2.335,19.505417,Excess SiIV
100053.22+632200.1,150.22176970293793,63.36669599374773,2.401,18.764,Excess SiIV
100323.06+562315.6,150.8461003320429,56.38769219000257,2.384,19.892456,Excess SiIV
100436.14+081132.1,151.15059361913092,8.192272051301737,2.433,20.083878,Excess SiIV
100727.50+324327.5,151.8645973081688,32.724307424637054,2.22,19.601212,Excess SiIV
100727.73+034604.5,151.8655680309246,3.7679318414770058,2.412,19.65826,Excess SiIV
101908.10+030526.9,154.783791,3.090813,2.426277,18.915928,Excess SiIV
102752.88+622656.4,156.97037259604096,62.4490213937979,2.393,20.175838,Excess SiIV
102835.79+262923.4,157.14915813987568,26.489835854785007,2.106,18.51312,Excess SiIV
104121.88+563001.2,160.34118996746523,56.50035148409392,2.044,18.196995,Excess SiIV
105344.82+050113.4,163.436784,5.020414,1.892079,18.484283,Excess SiIV
105908.34+390730.3,164.784766,39.125087,2.080323,19.747864,Excess SiIV
105940.24+433504.8,164.917676,43.584673,1.891339,18.940096,Excess SiIV
110244.75+153742.6,165.68647595284318,15.628526597753565,2.138,20.652601,Excess SiIV
110555.59-002549.2,166.48166557125484,-0.4303526160314128,2.154,20.15928,Excess SiIV
110607.00+622146.7,166.5291981281705,62.36297348256956,2.255,20.54273,Excess SiIV
110644.87+252802.8,166.68699,25.467457,2.441437,-9999.0,Excess SiIV
111316.06+305526.3,168.31695116381837,30.923981209345243,2.375,19.069288,Excess SiIV
111413.90-023122.6,168.55793668949087,-2.522951208256783,2.409,19.429207,Excess SiIV
111701.71-010218.8,169.25715953799403,-1.0385631880766628,2.308,19.556997,Excess SiIV
111824.40+021116.9,169.601673,2.188028,1.90249,18.592697,Excess SiIV
111830.48+535854.7,169.62701539600124,53.98187548789959,2.437,20.448315,Excess SiIV
113132.65+012745.4,172.886082,1.462613,2.422337,19.316153,Excess SiIV
113254.09+560926.9,173.22538597439373,56.15748908906795,2.27,19.655685,Excess SiIV
113254.46+015626.6,173.226939,1.940724,1.899886,19.218819,Excess SiIV
114653.90+171809.0,176.724609,17.302502,2.3219,18.925097,Excess SiIV
115200.54+451741.4,178.002272,45.294849,2.398673,19.180882,Excess SiIV
115337.80-010915.3,178.40751533659855,-1.154271470392071,2.32,20.355518,Excess SiIV
115436.06-020938.2,178.65027252126518,-2.160638717819209,2.4,20.376898,Excess SiIV
115451.63+294650.1,178.715147,29.780586,2.080485,18.89194,Excess SiIV
115536.20+424213.8,178.90083603096173,42.70384322321176,2.377,20.59621,Excess SiIV
115701.92+562144.8,179.25801224584848,56.36246928305844,2.176,19.815737,Excess SiIV
120017.50+570410.5,180.07295195402884,57.069599146884315,2.305,19.714066,Excess SiIV
120308.61+335608.7,180.7858907109265,33.93577477750157,2.375,19.810892,Excess SiIV
120334.24+441509.3,180.8927033149737,44.25258692410638,2.0231945514678955,20.305262,Excess SiIV
120843.88+042011.0,182.1828386627319,4.3364128760519645,2.13,20.15007,Excess SiIV
121255.81+245332.3,183.23255950345475,24.892328935970006,2.402,19.030424,Excess SiIV
121529.35-033659.9,183.872308,-3.616664,2.449202,18.924023,Excess SiIV
121747.06-025003.9,184.446091,-2.834435,2.415942,18.842129,Excess SiIV
121911.23-004345.6,184.79680073857097,-0.7293378143413499,2.303,17.953903,Excess SiIV
122328.42+330225.6,185.868429,33.040455,2.267453,18.853203,Excess SiIV
122508.34+425210.0,186.2847517799318,42.86946615154664,2.100578784942627,19.450335,Excess SiIV
122610.93+582111.4,186.5455488514627,58.35318529169813,2.0465877056121826,19.6432,Excess SiIV
122944.73+164017.7,187.4363942413899,16.6716002579809,2.459,19.701902,Excess SiIV
123126.01+052138.1,187.8583757672856,5.360598814062226,2.384,19.933092,Excess SiIV
123205.88+533848.9,188.02453687292905,53.64692101780055,2.352,18.301996,Excess SiIV
123215.10+554049.4,188.06295474949889,55.68040049734507,2.305,19.356491,Excess SiIV
123254.47+130207.4,188.2269678914577,13.035414510683008,2.31,18.337189,Excess SiIV
123330.31+145701.4,188.37631141985827,14.950391156867571,2.367,19.09508,Excess SiIV
123515.83+630113.3,188.81596843671775,63.02037134342778,2.394,17.409546,Excess SiIV
123803.04-024504.1,189.51269314347388,-2.7511450496591894,2.086,20.133661,Excess SiIV
123950.69+523405.1,189.961225,52.568098,1.880246,18.741745,Excess SiIV
124217.92-023356.4,190.5747073321934,-2.565677443984792,2.391,19.963423,Excess SiIV
124356.48+012823.2,190.98535293510616,1.4731232066371127,2.193,20.076971,Excess SiIV
124644.46+283515.0,191.68528177618495,28.58751436036369,2.273,18.94092,Excess SiIV
124738.90-023630.7,191.91209157068755,-2.608536143362393,2.253,20.472519,Excess SiIV
125200.98+041335.8,193.0041243522806,4.226636735477954,2.171,20.203007,Excess SiIV
125539.67+223008.2,193.91529770161512,22.502286623832305,2.185,19.164703,Excess SiIV
125825.08+044129.4,194.604501,4.691504,2.419378,18.986868,Excess SiIV
125954.27-022153.9,194.9761251130157,-2.364986405077505,2.36,18.352423,Excess SiIV
130055.67+055620.6,195.23196260991125,5.939062060337484,2.445,17.975492,Excess SiIV
130350.54+553521.4,195.9605998393242,55.58928644996859,2.429,18.795555,Excess SiIV
130448.11+310710.6,196.200491,31.119619,2.464436,18.91193,Excess SiIV
131324.97+221538.4,198.35407813178725,22.2606685488224,2.433,20.211796,Excess SiIV
131420.89+182024.3,198.58706466124923,18.34010039732883,2.413,19.47783,Excess SiIV
131712.34+431300.8,199.30143193221105,43.21691202788145,2.158,18.423382,Excess SiIV
132921.39+084520.7,202.33912995857457,8.755760956535001,2.236,20.571514,Excess SiIV
133646.55+015741.8,204.19399863369375,1.961611785839327,2.385,17.982103,Excess SiIV
134114.95+010906.8,205.3123129172752,1.1518953367447349,2.438,18.771301,Excess SiIV
135046.35+344503.3,207.693137,34.750924,2.445248,-9999.0,Excess SiIV
135130.54+024132.8,207.877284104324,2.6924639949179827,2.398,19.779083,Excess SiIV
135244.74-000615.5,208.18643594302097,-0.1043252184800961,2.418,19.21317,Excess SiIV
140351.79+041056.8,210.965792,4.182458,2.339884,18.48933,Excess SiIV
141256.49+573027.2,213.23539865380536,57.50757012938188,2.128,19.355402,Excess SiIV
141342.62+040536.2,213.427606,4.093394,2.454366,19.026388,Excess SiIV
141647.60+630251.5,214.198337,63.047645,2.034796,18.098515,Excess SiIV
142432.46+370101.3,216.135257,37.017038,2.032492,18.730133,Excess SiIV
142518.77+581443.6,216.328233,58.245456,2.125947,17.794151,Excess SiIV
142717.00+081547.7,216.82085728453217,8.263269919598399,2.196,20.405241,Excess SiIV
143452.74-002828.0,218.719756,-0.474471,2.25235,18.868685,Excess SiIV
144147.69+605619.3,220.448738,60.938698,1.889039,17.835535,Excess SiIV
144946.61+442551.6,222.444216,44.431003,2.454863,19.793226,Excess SiIV
145303.52+105911.1,223.2647003748434,10.986426657643182,2.466,20.118786,Excess SiIV
150049.02+062017.8,225.2042804342508,6.338287632475276,2.452,19.412806,Excess SiIV
150158.35+365348.5,225.493166,36.896809,2.277167,19.021122,Excess SiIV
153637.28+532454.7,234.1553675022479,53.41521533073902,2.381,19.352291,Excess SiIV
154252.76+311606.3,235.719857,31.268433,2.166385,18.705631,Excess SiIV
154950.07+462534.7,237.45862703666717,46.426306537238254,2.17328143119812,19.344078,Excess SiIV
155502.46+430547.8,238.760273,43.096617,2.264015,-9999.0,Excess SiIV
160515.85+192850.8,241.3160585358804,19.480791430182737,2.359,19.598204,Excess SiIV
162442.62+562935.5,246.17759226590985,56.4931945414307,2.201,19.834198,Excess SiIV
162648.23+565510.5,246.70095927772888,56.91959845499789,2.446,19.817257,Excess SiIV
163155.87+163812.4,247.98281104545697,16.636798052341305,2.417,17.90807,Excess SiIV
163734.35+414927.1,249.39314080774412,41.82420769572021,2.338,19.511417,Excess SiIV
163751.45+294329.1,249.46437790596468,29.7247543195028,2.282,19.730747,Excess SiIV
164025.14+460437.8,250.10477963012676,46.07719307129052,1.917930603027344,19.754871,Excess SiIV
164317.78+123509.2,250.82409188738816,12.585908495924832,2.366,19.367792,Excess SiIV
165755.54+604002.6,254.481431,60.66739,2.362527,18.513573,Excess SiIV
165946.92+175839.1,254.945541,17.977531,2.262228,18.277811,Excess SiIV
171951.77+550446.1,259.965725,55.079494,2.238871,19.349266,Excess SiIV
172806.77+582039.1,262.028209,58.344201,2.017591,19.130919,Excess SiIV
204448.73-055031.6,311.203049,-5.842137,2.457505,18.923424,Excess SiIV
204921.94+003139.5,312.341448,0.527654,2.376695,19.366447,Excess SiIV
210922.80-060352.6,317.345016,-6.064615,2.294042,19.074797,Excess SiIV
211340.48-065224.8,318.418691,-6.873561,2.425492,19.291956,Excess SiIV
213303.90-082222.8,323.266257,-8.373025,2.39304,19.141338,Excess SiIV
214121.15+120005.4,325.338145,12.001503,2.205562,19.213572,Excess SiIV
214207.81-083842.1,325.532583,-8.645029,2.318525,18.816193,Excess SiIV
214711.51+122116.2,326.797971,12.3545,2.414995,19.362917,Excess SiIV
214857.04+110524.2,327.237707,11.090057,2.282649,18.103786,Excess SiIV
214905.56+123400.4,327.273184,12.566792,2.336864,18.64053,Excess SiIV
215746.14+094036.0,329.4422705926895,9.67667889829861,2.265,20.472502,Excess SiIV
224001.00+181153.3,340.00418902639893,18.198144671146636,2.326,20.398712,Excess SiIV
224228.63+035032.4,340.6193210333752,3.842337170234744,2.382,20.386469,Excess SiIV
225441.16-095322.7,343.67153,-9.889666,2.360186,19.096977,Excess SiIV
225722.92-022733.4,344.3455010627451,-2.4593023423195013,2.35,18.265963,Excess SiIV
225921.59+140256.0,344.839967,14.048912,2.153391,18.01608,Excess SiIV
230011.73-102144.4,345.048915,-10.362348,2.30668,18.267525,Excess SiIV
230615.13-100403.8,346.563066,-10.067741,2.352475,18.97607,Excess SiIV
232018.35-091029.6,350.076491,-9.174905,2.466195,18.323647,Excess SiIV
232224.19-024403.5,350.6007972859906,-2.7343331147551497,2.437,19.686903,Excess SiIV
232231.44-023612.4,350.6310153875019,-2.603456254061866,2.371,19.945967,Excess SiIV
233736.68+242345.0,354.4028712795374,24.39584341229459,2.446,18.786957,Excess SiIV
233756.58-102000.2,354.485772,-10.333396,2.432491,18.955666,Excess SiIV
234100.91-085531.9,355.253815,-8.925545,2.197819,18.999874,Excess SiIV
234936.90+364001.7,357.403783,36.66716,2.410106,19.631735,Excess SiIV
235419.92-095146.0,358.58301792710694,-9.86280045538656,2.435,19.786814,Excess SiIV
000109.19+093720.7,0.2882969552301802,9.622431009153548,2.154,20.340652,SiIV Deficient
000109.19+093720.7,0.2882969552301802,9.622431009153548,2.154,20.340652,SiIV Deficient
000325.98+123127.3,0.8582641570261558,12.524250154026674,2.383,20.640257,SiIV Deficient
000325.98+123127.3,0.8582641570261558,12.524250154026674,2.383,20.640257,SiIV Deficient
000454.07-043847.5,1.2252984762153858,-4.646546299882185,2.3667657375335693,20.092716,SiIV Deficient
000558.71+045355.1,1.494661721029729,4.898649950385738,2.383,19.800135,SiIV Deficient
000558.71+045355.1,1.494661721029729,4.898649950385738,2.383,19.800135,SiIV Deficient
000730.84+355748.8,1.878509413961865,35.96357032068035,1.9053723812103271,20.37797,SiIV Deficient
001333.47+123719.9,3.3894969507073824,12.62221850738905,2.435,21.096828,SiIV Deficient
001519.65+092340.7,3.831882314620543,9.39464045700886,2.288,20.270487,SiIV Deficient
001519.65+092340.7,3.831882314620543,9.39464045700886,2.288,20.270487,SiIV Deficient
001844.07+220117.7,4.6836659970326195,22.021589475375016,2.2752692699432373,21.270594,SiIV Deficient
001854.12+090834.1,4.725521906714391,9.142819503198332,2.0569558143615723,20.560902,SiIV Deficient
001854.12+090834.1,4.725521906714391,9.142819503198332,2.0569558143615723,20.560902,SiIV Deficient
001904.03+074413.6,4.766827371941247,7.737126750475024,2.395,20.553076,SiIV Deficient
002048.12-032444.4,5.200525815456217,-3.4123538031217495,1.933399319648743,20.256052,SiIV Deficient
002048.12-032444.4,5.200525815456217,-3.4123538031217495,1.933399319648743,20.256052,SiIV Deficient
002558.16+354328.0,6.4923347834143215,35.724464016024356,2.1072006225585938,20.317327,SiIV Deficient
002725.60+102809.9,6.856676807367194,10.469433048441154,2.403,19.65782,SiIV Deficient
002725.60+102809.9,6.856676807367194,10.469433048441154,2.403,19.65782,SiIV Deficient
003914.19-071555.5,9.80914186913003,-7.265431854574161,2.2116494178771973,21.598572,SiIV Deficient
003914.19-071555.5,9.80914186913003,-7.265431854574161,2.2116494178771973,21.598572,SiIV Deficient
004341.03+140105.5,10.920976216913688,14.018219005880042,2.21,20.974087,SiIV Deficient
004421.86+014158.0,11.091092026752449,1.6994470937369432,2.213,19.996113,SiIV Deficient
004421.86+014158.0,11.091092026752449,1.6994470937369432,2.213,19.996113,SiIV Deficient
004651.66+142351.9,11.715273822447728,14.397754883234123,2.328,20.955008,SiIV Deficient
004651.66+142351.9,11.715273822447728,14.397754883234123,2.328,20.955008,SiIV Deficient
004808.29-042352.1,12.034579753257091,-4.397806308194498,2.041640043258667,19.41088,SiIV Deficient
004808.29-042352.1,12.034579753257091,-4.397806308194498,2.041640043258667,19.41088,SiIV Deficient
005020.03+133046.6,12.583459245011795,13.512970743364791,2.1122727394104004,20.013653,SiIV Deficient
005531.07+000625.9,13.879499306170572,0.1071971991962504,2.015,20.249023,SiIV Deficient
005531.07+000625.9,13.879499306170572,0.1071971991962504,2.015,20.249023,SiIV Deficient
010417.17-021538.5,16.071545660329264,-2.260713574762097,2.0318400859832764,18.866455,SiIV Deficient
010417.17-021538.5,16.071545660329264,-2.260713574762097,2.0318400859832764,18.866455,SiIV Deficient
010710.05-075252.6,16.791910588298848,-7.88128783280224,2.2531955242156982,20.24418,SiIV Deficient
010710.05-075252.6,16.791910588298848,-7.88128783280224,2.2531955242156982,20.24418,SiIV Deficient
010740.08+353601.1,16.917036961734198,35.600306242245736,2.398,20.583405,SiIV Deficient
010846.51-041925.0,17.193818509873182,-4.323637727574724,2.1039767265319824,20.53953,SiIV Deficient
010846.51-041925.0,17.193818509873182,-4.323637727574724,2.1039767265319824,20.53953,SiIV Deficient
010914.25+320312.7,17.309392805784682,32.053544075877845,2.393,18.894693,SiIV Deficient
011058.82+353109.9,17.745106187177328,35.51944243618924,2.441,21.032974,SiIV Deficient
011058.82+353109.9,17.745106187177328,35.51944243618924,2.441,21.032974,SiIV Deficient
011354.49+210315.8,18.477071713760047,21.05440549892113,2.0042006969451904,21.133291,SiIV Deficient
011354.49+210315.8,18.477071713760047,21.05440549892113,2.0042006969451904,21.133291,SiIV Deficient
011935.06+114551.5,19.89610331277015,11.76432993147372,2.164,20.502811,SiIV Deficient
012424.94+301604.0,21.10395517792891,30.26779429306624,1.884183883666992,19.859959,SiIV Deficient
012436.53+054043.3,21.15222104422878,5.678700521485446,2.1068274974823,20.212067,SiIV Deficient
012436.53+054043.3,21.15222104422878,5.678700521485446,2.1068274974823,20.212067,SiIV Deficient
012504.44-062446.1,21.26851015836023,-6.412809832626989,2.425,20.830002,SiIV Deficient
012707.66+001017.5,21.781921294210107,0.1715515718038588,2.394,20.284283,SiIV Deficient
012707.66+001017.5,21.781921294210107,0.1715515718038588,2.394,20.284283,SiIV Deficient
013117.21+282006.9,22.82173266675784,28.33526929591695,2.189,20.834991,SiIV Deficient
013117.21+282006.9,22.82173266675784,28.33526929591695,2.189,20.834991,SiIV Deficient
014152.46+003956.1,25.468615662118737,0.6655980922970628,2.195,21.48844,SiIV Deficient
014238.02+001258.3,25.658430171642976,0.2162213161164564,2.383,21.259016,SiIV Deficient
014238.02+001258.3,25.658430171642976,0.2162213161164564,2.383,21.259016,SiIV Deficient
014345.36+193655.8,25.93902682421856,19.615517936548063,2.070845365524292,20.6709,SiIV Deficient
014345.36+193655.8,25.93902682421856,19.615517936548063,2.070845365524292,20.6709,SiIV Deficient
014354.33-041826.4,25.97639431219386,-4.307355844000929,2.085,19.542328,SiIV Deficient
014354.33-041826.4,25.97639431219386,-4.307355844000929,2.085,19.542328,SiIV Deficient
014430.06+120521.9,26.125256484325742,12.08941696294849,2.395,20.109375,SiIV Deficient
014430.06+120521.9,26.125256484325742,12.08941696294849,2.395,20.109375,SiIV Deficient
014435.54+000131.6,26.148116593468917,0.0254512709015779,1.9140963554382324,20.644438,SiIV Deficient
015331.02+265331.2,28.379256432326997,26.892024282867347,1.9556236267089844,19.194246,SiIV Deficient
015506.09+314004.7,28.77538869096287,31.667975424788075,2.46,20.224583,SiIV Deficient
015506.09+314004.7,28.77538869096287,31.667975424788075,2.46,20.224583,SiIV Deficient
020037.76+043416.4,30.157340806974048,4.571237984897186,2.309154510498047,20.067883,SiIV Deficient
020811.94-055804.7,32.04975758402575,-5.967983829921519,1.952,20.353354,SiIV Deficient
020839.59+241853.3,32.164969523725404,24.31481856456369,2.415464401245117,20.635986,SiIV Deficient
020839.59+241853.3,32.164969523725404,24.31481856456369,2.415464401245117,20.635986,SiIV Deficient
021345.14+002133.4,33.438113112179565,0.3592945775573488,1.955447793006897,21.047401,SiIV Deficient
021345.14+002133.4,33.438113112179565,0.3592945775573488,1.955447793006897,21.047401,SiIV Deficient
021452.29+140527.5,33.717886,14.090977,2.172701,19.472063,SiIV Deficient
021452.29+140527.5,33.717886,14.090977,2.172701,19.472063,SiIV Deficient
022830.53+041020.6,37.127215190484435,4.172388913512662,2.441,20.465523,SiIV Deficient
022937.76+021514.4,37.40736164750598,2.2540026384482763,2.226,19.777939,SiIV Deficient
023740.30-085056.6,39.41795234081462,-8.84907496209996,2.273,20.04042,SiIV Deficient
053334.34+005623.2,83.393106,0.939788,2.14895,20.506405,SiIV Deficient
053334.34+005623.2,83.393106,0.939788,2.14895,20.506405,SiIV Deficient
072517.46+412848.7,111.3227857078109,41.480200239855215,2.1067519187927246,20.669338,SiIV Deficient
072517.46+412848.7,111.3227857078109,41.480200239855215,2.1067519187927246,20.669338,SiIV Deficient
073158.04+353059.6,112.9918549890559,35.516574661333244,1.9740471839904783,20.577425,SiIV Deficient
073158.04+353059.6,112.9918549890559,35.516574661333244,1.9740471839904783,20.577425,SiIV Deficient
073833.32+281028.5,114.6388431589293,28.174608635589948,1.9204837083816528,19.941393,SiIV Deficient
073833.32+281028.5,114.6388431589293,28.174608635589948,1.9204837083816528,19.941393,SiIV Deficient
074103.18+443522.0,115.26328456149382,44.589449307513206,1.999349355697632,21.401506,SiIV Deficient
074515.94+224927.6,116.31645458199188,22.824342052849023,2.447,20.131767,SiIV Deficient
074938.48+293913.0,117.41034064172516,29.653632564255386,2.463,21.112324,SiIV Deficient
074938.48+293913.0,117.41034064172516,29.653632564255386,2.463,21.112324,SiIV Deficient
075158.08+235442.8,117.99203887730204,23.911905580582676,2.209,20.475912,SiIV Deficient
